ID,Name,Sex,Age,Height,Weight,Team,country,Games,Year,Season,City,Sport,Event,Medal
112907,Nina Solheim,F,25.0,170.0,70.0,Norway,NOR,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,
112907,Nina Solheim,F,29.0,170.0,70.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Heavyweight,Silver
112908,ivind Solheim,M,23.0,,,Norway,NOR,1952 Winter,1952,Winter,Oslo,Ice Hockey,Ice Hockey Men's Ice Hockey,
112943,Lavrans Solli,M,20.0,184.0,,Norway,NOR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 100 metres Backstroke,
112944,Odd Anton Fredrik Solli,M,31.0,,,Norway-2,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Two,
112944,Odd Anton Fredrik Solli,M,31.0,,,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Bobsleigh,Bobsleigh Men's Four,
112945,Lena Bendicte Solli-Reimann,F,26.0,172.0,57.0,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,
112946,Kjell Jakob Sollie,M,26.0,,,Norway,NOR,1980 Winter,1980,Winter,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,
112997,Egil Uno Solsvik,M,32.0,,,Norway,NOR,1948 Summer,1948,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
113007,Svein Egil Solvang,M,20.0,186.0,78.0,Norway,NOR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
113047,Einar Sommerfeldt,M,22.0,,,Kristiania Roklub,NOR,1912 Summer,1912,Summer,Stockholm,Rowing,Rowing Men's Coxed Eights,
