ID,Name,Sex,Age,Height,Weight,Team,country,Games,Year,Season,City,Sport,Event,Medal
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,35.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres, Team",
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,35.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres, Team",
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,35.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Silver
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,35.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Single Shot",Gold
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,35.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,39.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,39.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,39.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot",Bronze
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,39.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Single Shot, Team",Gold
88904,670b58e0a91dc68c2e9d3fd28e0ebf635d67d74377f880ca799168435d33e286,M,39.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Running Target, Double Shot, Team",Silver
88905,95d2910e746b3b50a2e851109ac540ae8d237181e3d7c24504bb57206364a465,M,17.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 100 metres Freestyle,
88905,95d2910e746b3b50a2e851109ac540ae8d237181e3d7c24504bb57206364a465,M,17.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Swimming,Swimming Men's 400 metres Freestyle,
88906,95d2910e746b3b50a2e851109ac540ae8d237181e3d7c24504bb57206364a465,M,23.0,175.0,68.0,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,
88906,95d2910e746b3b50a2e851109ac540ae8d237181e3d7c24504bb57206364a465,M,23.0,175.0,68.0,Norway,NOR,1956 Winter,1956,Winter,Cortina d'Ampezzo,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,
88907,49726305c4b6eb12d0515d3e8cefefdb0fabcb625c8c461f9447b4c3aed3dd63,M,26.0,186.0,75.0,Norway,NOR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Javelin Throw,
88908,6f3a694e4df270582d9e47283ea3b6753f5e00bb56784e253b8e53e0ac5f3d35,M,36.0,,,Norway,NOR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",
88909,ca0da82925a5dbaa5d960932be0f55d9ecf1e48133535a5a1cfbf6d6f695cabb,M,24.0,174.0,74.0,Norway,NOR,1964 Winter,1964,Winter,Innsbruck,Ice Hockey,Ice Hockey Men's Ice Hockey,
88909,ca0da82925a5dbaa5d960932be0f55d9ecf1e48133535a5a1cfbf6d6f695cabb,M,28.0,174.0,74.0,Norway,NOR,1968 Winter,1968,Winter,Grenoble,Ice Hockey,Ice Hockey Men's Ice Hockey,
88911,b775c7d5fe18d9cb36f86470b4b00ab96d919530133e6d78a54870c1d225c938,M,38.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's 10 kilometres Walk,
88912,cefe973e5cebdccf8d2af3fa89e9ca557a07a4682d06559c522ffae9d3fb1cbc,M,26.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",
88917,e707fbcbcde2b69c02d32e9aacdcea9a0a7e4eaa16e8e54100ca0535939439a2,M,22.0,178.0,71.0,Norway,NOR,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
88917,e707fbcbcde2b69c02d32e9aacdcea9a0a7e4eaa16e8e54100ca0535939439a2,M,22.0,178.0,71.0,Norway,NOR,1960 Summer,1960,Summer,Roma,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",
88917,e707fbcbcde2b69c02d32e9aacdcea9a0a7e4eaa16e8e54100ca0535939439a2,M,30.0,178.0,71.0,Norway,NOR,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",
88921,fe7b88705c88e8755ed3616735d4dbf3e8b57fa84586d11c1dabeea8c79068c0,M,22.0,,75.0,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Middleweight,
88922,51ad0ee517d447138ee3d16d1af917897f6f520126b829d0553dbc30a6ad577e,M,15.0,168.0,48.0,Norway,NOR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Pairs,
88923,b2d7d233f0ec9cbe5f6d14fb8455f3efe63d88e896b0c8e1ff107b318543dc34,M,30.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Football,Football Men's Football,
88924,f5d45abaa738b95e7dfbb9f5dbb5094cd6ec58fbeb7f105487b5c8d7059b8267,M,22.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",
88926,a902b0b55439d5ec77164cb44ef594cc026389482a42f628076336c9ffbfb642,M,28.0,,,Norway,NOR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Marathon,
88927,f1ae7d81001a912afcba67761fefd2f694996514059cd176313c9adc40aa52de,M,28.0,,,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",
88928,7a8924caa8a40d3620593a44351376486ada868f38ee1fb76f62decd76d1f0a9,M,21.0,178.0,75.0,Norway,NOR,1972 Winter,1972,Winter,Sapporo,Speed Skating,"Speed Skating Men's 5,000 metres",
88929,6212494e140c83034e84997f179d831b9a01e48ad1930026f930efa70d5dfe4f,M,23.0,177.0,94.0,Norway,NOR,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,
88949,232ec234efc6ecb144e59d83182986660194fabf81abcf1072fd0c38b92faf64,F,29.0,164.0,59.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Air Rifle, 10 metres",
88949,232ec234efc6ecb144e59d83182986660194fabf81abcf1072fd0c38b92faf64,F,29.0,164.0,59.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",
88991,bf75083a16eb8ed31ca33030b93732c5d53cf0bab168d8ee6509d6ea0dfbd4b7,M,21.0,,,Ormsund Roklub-2,NOR,1912 Summer,1912,Summer,Stockholm,Rowing,"Rowing Men's Coxed Fours, Inriggers",Bronze
88992,ad809231793588ad615909b67ea9cdf91b94f9030b8ce1c7238908b37ce5e9f7,M,24.0,,,Norway,NOR,1912 Summer,1912,Summer,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
89210,21119300dcbeb97d2a9391d75d10a4a6038631a3b48a9a254ab2c2a0c4db4ff0,M,38.0,,,Norway,NOR,1924 Summer,1924,Summer,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",
